COMID,frac_1,frac_5,frac_6,frac_8,frac_10,frac_14,frac_15,frac_16,frac_17,frac_18,frac_19,majority
71028865,0.5839978646461434,0.0,0.0,0.19548287096943248,0.2205192643844242,0.0,0.0,0.0,0.0,0.0,0.0,1
71028867,0.09864155235965685,0.0,0.0,0.2252325328330844,0.05533998468888767,0.0,0.620785930118371,0.0,0.0,0.0,0.0,15
71028893,0.0,0.0,0.0,0.09158290980287004,0.0,0.0,0.90841709019713,0.0,0.0,0.0,0.0,15
71028904,0.9019475914883552,0.0,0.0,0.0,0.0,0.0,0.0,0.0980524085116447,0.0,0.0,0.0,1
71028945,0.0,0.0,0.0,0.1261042062047339,0.0,0.0,0.8738957937952662,0.0,0.0,0.0,0.0,15
71028957,0.9327560509576099,0.0,0.0,0.0,0.0,0.0,0.0,0.06724394904239013,0.0,0.0,0.0,1
71028961,0.6147097247354768,0.0,0.0,0.0,0.1995802401618998,0.0,0.0,0.18571003510262335,0.0,0.0,0.0,1
71028963,0.09596723899544492,0.0,0.0,0.2891310005291558,0.09285652882156467,0.0,0.5220452316538347,0.0,0.0,0.0,0.0,15
71028968,0.5098777473410874,0.0,0.0,0.34105951418507396,0.14906273847383875,0.0,0.0,0.0,0.0,0.0,0.0,1
71028974,0.8161389434551729,0.0,0.0,0.0,0.11092716632709247,0.0,0.0,0.07293389021773464,0.0,0.0,0.0,1
71028975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15
71029016,0.8564114643911201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14358853560887985,0.0,0.0,1
71029022,0.3778115836694872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221884163305128,0.0,0.0,17
71029028,0.39952743417535824,0.0,0.0,0.22131483017804596,0.08780346551485137,0.0,0.29135427013174453,0.0,0.0,0.0,0.0,1
71029042,0.5764054865357506,0.0,0.0,0.13740141966266758,0.14119897998563993,0.0,0.0,0.06704727228169172,0.0,0.07794684153425022,0.0,1
71029057,0.30890266971999164,0.0,0.06899276861235823,0.4091456054697628,0.052421374389860505,0.07913957249234896,0.0813980093156778,0.0,0.0,0.0,0.0,8
71029064,0.8961958253890475,0.0,0.0,0.0,0.10380417461095252,0.0,0.0,0.0,0.0,0.0,0.0,1
71029071,0.8659572765874771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13404272341252282,0.0,0.0,1
71029118,0.6207468537698106,0.0,0.0,0.0,0.12906118711901343,0.0,0.0,0.2501919591111758,0.0,0.0,0.0,1
71029134,0.40705532217035445,0.0,0.08996467742126524,0.3515129314282171,0.0,0.0,0.1514670689801631,0.0,0.0,0.0,0.0,1
71029150,0.4675433516743794,0.0,0.06351196643192422,0.4689446818936964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
71029158,0.7846803081241357,0.0,0.0,0.0,0.0,0.0,0.0,0.21531969187586436,0.0,0.0,0.0,1
71029189,0.45190405236321757,0.0,0.0,0.11224687482924589,0.06024205848467847,0.0,0.0,0.37560701432285815,0.0,0.0,0.0,1
71029203,0.43126170103610745,0.0,0.0,0.0,0.1038287366389124,0.0,0.0,0.46490956232498026,0.0,0.0,0.0,16
71029212,0.4392673700714335,0.0,0.059863171552022275,0.3626452660429829,0.0,0.0,0.13822419233356134,0.0,0.0,0.0,0.0,1
71029225,0.5238331738847035,0.0,0.0,0.34445514057790216,0.0,0.13171168553739443,0.0,0.0,0.0,0.0,0.0,1
71029334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15
71029335,0.5503516063732161,0.0,0.0,0.0,0.19161040252049877,0.0,0.0,0.25803799110628517,0.0,0.0,0.0,1
71029380,0.11267659111113748,0.0,0.0,0.0723864365852781,0.29013992149210033,0.06776315429371217,0.21404320145362082,0.0,0.2429906950641511,0.0,0.0,10
71029391,0.48907100218617033,0.0,0.0,0.39851673889887523,0.11241225891495442,0.0,0.0,0.0,0.0,0.0,0.0,1
71029414,0.6133821597794671,0.0,0.0,0.20371875473993567,0.18289908548059716,0.0,0.0,0.0,0.0,0.0,0.0,1
71029434,0.4950438584467752,0.0,0.0,0.4292966481947626,0.07565949335846225,0.0,0.0,0.0,0.0,0.0,0.0,1
71029448,0.5346320282404362,0.0,0.0,0.0,0.07086759685020484,0.0,0.0,0.3945003749093589,0.0,0.0,0.0,1
71029450,0.0,0.0,0.0,0.0,0.8819419889930697,0.0,0.0,0.11805801100693024,0.0,0.0,0.0,10
71029451,0.40193806922696307,0.0,0.0,0.4013740640477249,0.12447013577100498,0.07221773095430703,0.0,0.0,0.0,0.0,0.0,1
71029490,0.5453015867749181,0.0,0.0,0.0,0.064031124331295,0.0,0.0,0.3906672888937868,0.0,0.0,0.0,1
71029520,0.5313418851042296,0.0,0.0,0.07513883099576349,0.17820676469232147,0.0,0.0,0.21531251920768538,0.0,0.0,0.0,1
71029528,0.8047208117789103,0.0,0.0,0.0,0.05543860456539808,0.0,0.0,0.13984058365569152,0.0,0.0,0.0,1
71029602,0.18652772278650537,0.0,0.0,0.35759331986250864,0.1723316930549286,0.0,0.2835472642960574,0.0,0.0,0.0,0.0,8
71029639,0.9363519735810981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06364802641890197,0.0,1
71029646,0.40654258604706867,0.0,0.0,0.0,0.05801726929665602,0.0,0.0,0.5354401446562753,0.0,0.0,0.0,16
71029715,0.30669454953698266,0.0,0.0,0.6933054504630174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
71029721,0.9299403000548212,0.0,0.0,0.07005969994517884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
71029759,0.0,0.0,0.0,0.0,0.056696830250640616,0.0,0.9433031697493593,0.0,0.0,0.0,0.0,15
71029766,0.7921590801968492,0.0,0.0,0.0,0.0,0.0,0.0,0.20784091980315084,0.0,0.0,0.0,1
71029770,0.4041658641755912,0.0,0.0,0.4536789932240408,0.14215514260036796,0.0,0.0,0.0,0.0,0.0,0.0,8
71029778,0.5399643618293971,0.0,0.0,0.0,0.0,0.0,0.0,0.46003563817060283,0.0,0.0,0.0,1
71029798,0.9041850295180218,0.0,0.0,0.0,0.0,0.0,0.0,0.09581497048197818,0.0,0.0,0.0,1
71029800,0.6226841044952008,0.0,0.0,0.0,0.14667810709167983,0.0,0.0,0.23063778841311933,0.0,0.0,0.0,1
71029803,0.4673374835883489,0.0,0.0,0.5326625164116511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
