,comb_0001,comb_0002,comb_0003,comb_0004,comb_0005,comb_0006,comb_0007,comb_0008,comb_0009,comb_0010,comb_0011,comb_0012,comb_0013,comb_0014,comb_0015,comb_0016,comb_0017,comb_0018,comb_0019
71023104,0.0369753858117939,0.0,1.1500000563500029e-05,0.0171602958408544,0.0716697085118157,0.0330634206201076,0.042346286074968,0.7389770512098756,0.0008319100407635,0.0515669725267816,0.0073974693624759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023181,0.0021196029618471,0.0,0.000632665988612,0.0029497899469037,0.0246215565568119,0.0102791238149757,0.0306237394487726,0.8797728261640892,0.0005764779896233,0.0453507591836863,0.0030734579446777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023309,0.02386999488065,0.0,0.0009073289954633,0.0123912169380439,0.100456796497716,0.0310078318449608,0.0384416578077917,0.7324517333377414,0.0015439139922804,0.0496741237516293,0.0092554019537229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023477,0.0141564541981903,0.0,0.0016464420230501,0.0336277564707886,0.0736413310309786,0.023884574334384,0.0582989868161858,0.7475938304663137,0.0,0.0435358846095023,0.0036147400506063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023591,0.025396370593658,0.0,0.0,0.0008743979860096,0.0955088574718582,0.0226832716370676,0.0487029652207525,0.7694900506881592,0.0006828309890747,0.0345335154474637,0.0021277399659561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023606,0.0083288656085433,0.0,0.0073570166542202,0.00910829657191,0.0583969882553415,0.0212562740009551,0.0135014303654327,0.6440167127312145,0.0003176259850715,0.1100020278299047,0.1277147619974062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023674,0.0217216146958974,0.0,0.0,0.009523139866676,0.0858518317980743,0.0225947586836733,0.017251137758484,0.7978462468301527,0.0013651629808877,0.0426984014022223,0.0011477059839321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023778,0.0136296789727406,0.0,0.0,0.0823531598352936,0.1216609327566781,0.0244865159510269,0.0367743599264512,0.6647313226705374,0.0,0.0512925828974148,0.0050714469898571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023889,0.0022465621325471,0.0,0.0004322990255056,0.0023021311358257,0.0282910726691732,0.0094581495580308,0.0070589284164767,0.8802298229335594,0.0001021160060248,0.0564622503312727,0.0134166677915833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023895,0.0353958273185624,0.0,0.0076179010685611,0.0554649944991849,0.1496225013466025,0.0297229232675063,0.0630718995676471,0.6190272025712449,0.0,0.0366860633301745,0.0033906870305161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023936,0.1200411059186024,0.0,0.0388317396797208,0.1074161643478504,0.155674556707065,0.0226088442312992,0.100704174576058,0.4045734272445034,0.0007271189752779,0.036257909767231,0.0131649585523914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023982,0.0588957688809803,0.0,0.0005727389891179,0.02193473658324,0.1236666936503328,0.0153078027091517,0.055763630940491,0.6777238721232465,0.0014318229727953,0.0441574671610081,0.0005454659896361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71023994,0.000173636007119,0.0,0.0089133713654482,0.0233868609588613,0.0500231850509505,0.0134173115501097,0.0057996222377845,0.5605716939834395,0.0016398930672356,0.1470397920286315,0.18903463375042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024080,0.0966391657395049,0.0,0.0033908200610347,0.0325749555863492,0.213660780845894,0.0253299204559385,0.0476888538583993,0.5332779975990041,0.0013767850247821,0.0363457506542235,0.0097149701748694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024082,0.0016323859934704,0.0,0.0049676239801295,0.0080135329679458,0.0945568606217725,0.0182530489269878,0.0102461889590152,0.7961034148155863,0.0,0.0662269437350922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024128,0.0265143897424029,0.0,0.0020174200564877,0.0124329233481218,0.1547940563342335,0.0392990091003722,0.0439873272316451,0.6602043094857207,0.0006814730190812,0.0568882275928703,0.0031808640890641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024198,0.0060979701097634,0.0,0.0001819000032742,0.002141616038549,0.0500424249007636,0.0222627694007298,0.0070776411273975,0.8513593823244688,0.0017161410308905,0.0580489650448813,0.0010711900192814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024229,0.0093954370751634,0.0,0.0012009700096077,0.0064070970512567,0.0361307752890462,0.0209860301678882,0.0072068430576547,0.8534624048276992,0.0002373680018989,0.0627477475019819,0.0022253270178026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024292,0.014799398778009,0.0,0.0006010879909836,0.0186309007205364,0.0899769646503455,0.0288620305670695,0.0318973615215395,0.7528661377070078,0.0010759259838611,0.0536048961959265,0.0076852958847205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024386,0.0,0.0,0.0,0.0,0.0093218323169423,0.0085725692914673,0.0031587241073966,0.924758704441796,0.0,0.0534031668157076,0.0007850030266901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024448,0.0588420821765262,0.0,0.0060740870182222,0.0834045262502135,0.3616635810849907,0.0114752070344256,0.0391956121175868,0.3704957971114874,0.000691678002075,0.0405155871215467,0.0276418420829255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024474,0.1410345161155177,0.0,0.0082534431238016,0.1331022549965338,0.3669055755035836,0.0158127512371912,0.0821738332326075,0.1934884519023268,0.000480468007207,0.0358113315371699,0.0229373743440606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024483,0.0625475522517118,0.0,0.0011824960425698,0.0251215179043746,0.2278666732032002,0.0574112410668046,0.0647796193320662,0.5140879935071678,0.0044759561611344,0.0398020684328744,0.0027248820980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024488,0.1053409591587505,0.0,0.0035137550386513,0.0364396614008362,0.2146540603611946,0.0259179342850972,0.0797762058775382,0.4952659364479253,0.001457821016036,0.0318005423498059,0.0058331240641643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024578,0.0011345779761738,0.0,0.0001770229962825,0.0,0.0121910977439869,0.0087297158166759,0.018403237613532,0.903739135021478,0.0005431289885942,0.054854805848049,0.0002272779952271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024598,0.0203140874921478,0.0,0.0001038689974032,0.0067830698304232,0.1058733733531656,0.016871837578204,0.0352674271183143,0.7706095387347615,0.0,0.0349336111266597,0.0092431857689203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024619,0.0878122756146859,0.0,0.0,0.0031608290221258,0.082122013574854,0.0252743771769206,0.0453307553173152,0.6891331718239323,0.0038722760271059,0.0592194244145359,0.0040748770285241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024720,0.0240252888558482,0.0,0.0014792649911244,0.0094089799435461,0.136351167181893,0.0185744728885531,0.0506318766962087,0.7091559127450645,0.0008033729951797,0.0454925447270447,0.0040771189755372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024795,0.0566723927568441,0.0,0.0011458690355219,0.0256067377938088,0.161291098000024,0.0104208633230467,0.0860116806663621,0.6117624229646351,0.0002296840071202,0.0342477570616804,0.0126114943909563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024843,0.0012248039461086,0.0,0.0002902649872283,0.0008138429641909,0.024229793933889,0.0095495685798189,0.0086492156194345,0.9073170620780492,0.0001348339940673,0.044872453025612,0.0029181608716009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024862,0.0441786372770331,0.0,0.0032952368714857,0.0154239763984649,0.1576473948517515,0.0276089949232491,0.0393005784672774,0.6708594898364799,0.0007751969697673,0.0394076314631023,0.0015028629413883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71024996,0.0037345172016639,0.0,7.240000390960021e-05,0.0025902671398744,0.0633228824194356,0.0358636509366371,0.0152660818243684,0.8360342241458482,0.0,0.0395410711352178,0.0035749051930448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025043,0.0,0.0,0.005450880043607,0.0097590540780724,0.0532793594262348,0.0087410150699281,0.0035804490286435,0.8534795708278365,0.0004523930036191,0.0650429875203438,0.0002142910017143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025044,0.0183074586155433,0.0,0.0042327909111113,0.0323156003213723,0.1964879438737531,0.0174704916331196,0.0469104640148802,0.6276805268187089,0.0,0.0463100700274885,0.0102846537840222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025052,0.0833196809163526,0.0,0.0002070260047615,0.014496828333427,0.1436419823037656,0.0273171376282941,0.0774048357803112,0.5925198926279576,0.0012005800276133,0.0373512258590782,0.0225408105184386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025086,0.0017283,0.0,0.000227332,0.001795619,0.026818503,0.008543851,0.009423781,0.905957282,0.000773728,0.040253844,0.00447776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025125,0.0937466368126143,0.0,0.002026440931101,0.0213199432751219,0.1664789863397144,0.0206186302989665,0.1366502003538931,0.4755992428296257,0.001382468952996,0.0291558790087001,0.0530215711972665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025142,0.0046719822102391,0.0,0.0045746362058586,0.0155634497003552,0.1184909773320939,0.0195918648816339,0.0148760176694207,0.7673935635327104,0.0003571230160705,0.0459318030669311,0.0085485823846862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025201,0.0017319561073812,0.0,0.002526662156653,0.0052489103254324,0.0316753149638695,0.0109902616813962,0.0044254762743795,0.7236268968648676,0.0005491570340477,0.0487839650246058,0.1704413995673667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025219,0.0259720307143076,0.0,0.001074813988177,0.0199361417807024,0.1336375755299866,0.0137732788484939,0.0499040254510557,0.7046711362486174,0.0005147669943375,0.0326174976412075,0.0178987328031139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025298,0.0119340705345712,0.0,0.0008791739657122,0.0099113296134581,0.0672979183753811,0.0220015641419389,0.0103731435954474,0.812423614315479,0.0012301219520252,0.0509038550147496,0.0130452084912368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025323,0.005228525911115,0.0,0.0002450469958342,0.0036030779387476,0.0471948381976877,0.0128600787813786,0.0073406588752088,0.6236311683982703,0.0019234469673014,0.2228577542114182,0.0751154037230381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025411,0.0071454968070715,0.0,0.0002184209941026,0.0015601519578758,0.0675448981762877,0.0284241652325475,0.020394145449358,0.8047261022723952,0.0005304519856777,0.047676442712736,0.0217797244119474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025440,0.0228700769542598,0.0,0.0006166939987666,0.0142610089714779,0.1711955366576089,0.0375364309249271,0.1034023837931952,0.6103450647793098,0.0021167609957664,0.0376560429246879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025547,0.0016488809884578,0.0,0.0136980879041133,0.047742139665805,0.0534384726259306,0.0122570889142003,0.0072503379492476,0.4690146117168977,0.0003874869972875,0.0418467777070725,0.3527161155309871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025568,0.0153934344612297,0.0,0.0011313349604032,0.0057071968002481,0.0591488309297909,0.0155760424548385,0.0402371865916984,0.812685222556017,0.000798769972043,0.043445313479414,0.0058766677943166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025583,0.078108197437836,0.0,0.0009439139811217,0.0132071217358575,0.1458807260823854,0.0436673381266532,0.1089535258209294,0.5502856259942874,0.0039135669217286,0.0454453700910925,0.0095946138081077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025693,0.0135826217011823,0.0,0.0248659604529488,0.0638083275962167,0.1025194357445724,0.0152377176647702,0.0199070955620438,0.6461287597851673,0.0014558529679712,0.0391200551393587,0.0733741733857681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025799,0.0599652368606604,0.0,0.0093278678227705,0.055812416939564,0.1990005632189893,0.0346683593413011,0.0369022852988565,0.550202418546154,0.0010185339806478,0.0459196741275261,0.0071826438635297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025839,0.0367221234858902,0.0,0.0235855466698023,0.0700888470187561,0.2331266217362272,0.0306941655702816,0.0412868854219836,0.5206606907107504,0.0006516559908768,0.0317376625556727,0.0114458008397587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025869,0.0063799169553405,0.0,0.0110272599228091,0.0242784988300505,0.065010845544924,0.0215496718491522,0.0288063077983558,0.7776388475565281,0.0,0.0640291495517959,0.0012795019910434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71025911,0.0745292008509416,0.0,0.0085211059829577,0.0931268998137462,0.2195313865609372,0.0288551599422896,0.088194496823611,0.4441161151117678,0.0021063419957873,0.0390563269218873,0.001962965996074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026015,0.2592245262232642,0.0,0.0056510578304682,0.0756375167308745,0.2041077108767686,0.0229257563122273,0.1053536578393902,0.2986340130409796,0.002842398914728,0.0233047483008575,0.0023186139304415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026036,0.066184919243061,0.0,0.0135967096662387,0.0914645464817627,0.2013237278648626,0.0286593824043097,0.0747669976635828,0.4767817793623071,0.0012213140598443,0.0449618752031318,0.0010387480508986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026037,0.1064645766995981,0.0,0.0045859468578356,0.0661776049484942,0.1785550364647939,0.0258044892000608,0.078835127556111,0.4950530076533568,0.0011273879650509,0.0421965336919074,0.001200288962791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026134,0.0061826849814519,0.0,0.0046941939859174,0.0268588679194233,0.0425776168722671,0.0060818049817545,0.0359450018921649,0.831469652505591,0.0,0.0429648718711053,0.003225304990324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026193,0.0308403034803345,0.0,0.0014311160686935,0.0371572127835462,0.0558063676787056,0.0169035038113681,0.0547074966259598,0.753500438168021,0.0,0.042653272047357,0.0070002893360138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026196,0.0613279194343635,0.0,0.082845036639322,0.1397556588263169,0.2403715684608078,0.0152999398567966,0.0978970434822344,0.3189314778601628,0.0004869490272691,0.0401919282507479,0.0028924781619787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026344,0.1321049643210496,0.0,0.0501660975016609,0.170802102708021,0.1564574855645748,0.0148748831487488,0.1529541925295419,0.2649402646494026,0.0007970960079709,0.0393459203934592,0.0175569931755699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026572,0.2804896872073453,0.0,0.0557681628365224,0.1649036284735544,0.1179238947688584,0.0102921741543826,0.1408347951125219,0.1845618807684282,0.0001244310018664,0.0257489893862348,0.0193523562902853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026700,0.3953411623487528,0.0,0.0812839498941234,0.2302603005328633,0.0795104808746152,0.0040723200447955,0.1435326945788596,0.0007460670082067,0.0011316740124484,0.0251230632763536,0.0389982874289811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71026853,0.3149948107400208,0.0,0.0472044568111821,0.2749072299003711,0.1394777594420889,0.0067927099728291,0.1271402234914391,0.0516635997933456,0.0003587859985648,0.0167411439330354,0.0207192799171228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027942,0.0137518897112103,0.0,2.9399999382600016e-05,0.0027224809428279,0.1267531633381835,0.1365229461330181,0.0004116059913562,0.051964426908747,0.0039239289175974,0.6378537286050717,0.0260664294526049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027957,0.0098329838751355,0.0,5.8300005188700456e-05,0.0006451990574227,0.2233298918763603,0.3912759178235566,0.0007800170694215,0.2135103390024201,0.0008387580746494,0.125328820154265,0.0343997730615798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027962,0.0298730883286039,0.0,0.0,0.0,0.1613111957744231,0.2431071726741789,0.0,0.0049664420546308,0.0,0.4692907981621987,0.0914513030059643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027963,0.0087655950964215,0.0,0.0,0.0,0.1478403826262442,0.333269271665962,0.0011111320122224,0.0610874856719623,0.0002463480027098,0.4271948976991439,0.0204848872253337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027969,0.0022775069886124,0.0,0.0085465389572673,0.0079846499600767,0.4129214859353926,0.3223062443884688,0.000304987998475,0.1934538770327306,0.0003964839980175,0.0262513528687432,0.0255568718722156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027979,0.0145732913497589,0.0,0.0044759641074231,0.0066136441587274,0.4080685177936444,0.3690942908582629,0.0071595541718293,0.1425324714207793,0.0005682190136372,0.0214282815142787,0.0254857656116583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027981,0.0293631590293631,0.0,0.008049063008049,0.0251908100251908,0.439282089439282,0.298675090298675,0.0020157150020157,0.0498931670498931,0.0,0.0880625170880625,0.0594683890594683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027992,0.0365479801959444,0.0,0.0170610976246558,0.0199252345616448,0.4849308923315203,0.3199476829611509,0.0,0.0069265618476156,0.0033135819271011,0.0408646191009783,0.0704823494493883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028007,0.1054863906414012,0.0,0.0011837770520861,0.0053376452348563,0.4197368214684202,0.2689510408338458,0.0,0.0174422327674582,0.0001949050085758,0.0605186996628227,0.1211484873305334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028014,0.0822438069308305,0.0,0.0,0.0,0.3030695580600958,0.3363451016275137,0.0,0.0228531567029089,0.0025256789671661,0.2130570832302579,0.039905614481227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028023,0.190894960809105,0.0,0.0,0.0003241909996758,0.3298006946701993,0.3006689246993311,0.0,0.0180122959819877,0.0065258749934741,0.1319460568680539,0.021827000978173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028027,0.1442690921245017,0.0,0.0,0.0,0.1825473136268849,0.45651307106533,0.0,0.0070987069077168,0.003133382959266,0.1871254125673696,0.0193130207489307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
