COMID,lat,lon,frac_1,frac_2,frac_3,frac_4,frac_5,frac_6,frac_7,frac_8,frac_9,frac_10,frac_11,frac_12,frac_13,frac_14,frac_15,frac_16,frac_17,frac_18,frac_19
71028961,51.71262627,-115.6120956,0.59609586,0,0,0,0,0.000281038,0,0.017323289,0,0.193536803,0,0,0,0,0,0.180086598,0,0.012676437,0
71028963,51.55812151,-114.5627181,0.090554066,0,0,0,0,0.003167793,0,0.272822142,0,0.08761882,0,0,0,0.008174819,0.492598504,0.000219349,0.03283922,0.012005255,0
71028968,51.26378092,-114.9288055,0.485771298,0,0,0,0.000239816,0.004656415,0,0.324934602,0,0.142015219,0,0,0,0.0006338,0.000188427,0.00822971,0.025078284,0.008252379,0
71028974,51.43795268,-116.1526982,0.768919289,0,0,0,0,0,0,0.022849934,0,0.104509212,0,0,0,0,0,0.068714127,0.02935921,0.005648242,0
71028975,51.56408404,-114.3405608,0,0,0,0,0,0,0,0.043151435,0,0.008859887,0,0,0,0.002126373,0.909043729,0,0.01909879,0.017719774,0
71029016,51.4097199,-116.1770207,0.83272028,0,0,0,0,0,0,0.003538867,0,0.003335588,0,0,0,0,0,0.00384417,0.1396164,0.016944703,0
71029022,51.42278846,-116.1802564,0.368740439,0,0,0,0,0,0,0,0,0.023846997,0,0,0,0,0,0,0.607249856,0.000162703,0
71029028,51.54050364,-114.5964809,0.373785198,0,0,0,0,0.001100966,0,0.207055137,0,0.082146138,0,0,0,0.013487922,0.272581816,0,0.021777062,0.028065776,0
71029042,51.26759272,-114.9964542,0.557284713,0,0,0,0,0,0,0.13284348,0,0.136515066,0,0,0,0.001410495,0,0.064823151,0.031761929,0.075361155,0
71029057,51.89601306,-114.9064412,0.29530704,0,0,0,0.003759444,0.065956213,0,0.391138017,0,0.05011417,0,0,0,0.075656429,0.077815466,0.001021754,0.025265014,0.013966409,0
71029064,51.59798737,-115.3599522,0.844718874,0,0,0,0,0,0,0.010088256,0,0.097841725,0,0,0,0.000190167,0,0.017595077,0.016714966,0.012850915,0
71029071,51.44211625,-116.2007534,0.839061022,0,0,0,0,0,0,0.003687374,0,0.01143861,0,0,0,0,0,0.000755075,0.129879415,0.015178426,0
71029118,51.21920523,-115.4800648,0.584015191,0,0,0,0,0,0,0.010248589,0,0.121424206,0,0,0,0.000132582,0.000609877,0.235387266,0.034500457,0.01358906,9.28E-05
71029134,51.52839292,-114.6494585,0.372946084,0,0,0,0.000857226,0.082426079,0,0.322057873,0,0.028705627,0,0,0,0.004102942,0.138774872,0.001755273,0.036885124,0.011488928,0
71029150,51.88467452,-115.09207,0.412349463,0,0,0,0,0.056014325,0,0.413585365,0,0.032998383,0,0,0,0.048665974,0.016679913,0.000244531,0.018783048,0.000678967,0
71029158,51.60473009,-115.4422699,0.716399431,0,0,0,0,0,0,0.035833791,0,0.044620074,0,0,0,0.000349366,0.000829744,0.196583122,0,0.005384469,0
71029189,51.60110396,-115.4831252,0.447063267,0,0,0,0,0.000344416,0,0.111044489,0,0.059596747,0,0,0,0,0,0.371583521,0,0.010367583,0
71029203,51.68038803,-115.7200892,0.420373589,0,0,0,0,0.000181125,0,0.014569104,0,0.101207361,0,0,0,4.53E-05,0,0.453171939,0.000498094,0.009953532,0
71029212,51.62042709,-114.721027,0.395639956,0,0,0,0.000433857,0.053917646,0,0.326627851,0,0.042092614,0,0,0,0.030092482,0.124495961,0.000155128,0.021280712,0.005263752,0
71029225,51.84942116,-115.1181544,0.456666321,0,0,0,0,0.03980903,0,0.300288469,0,0.047221582,0,0,0,0.114823371,0.009432204,0.000998118,0.030760894,0,0
71029334,51.54543086,-114.3223663,0,0,0,0,0,0,0,0.011962796,0,0.015370899,0,0,0,0,0.934550226,0,0.033921331,0.004194707,0
71029335,51.67057538,-115.8123639,0.533996046,0,0,0,0,0,0,0.018146144,0,0.185916051,0,0,0,0,0,0.250369519,0,0.011572246,0
71029380,51.78552328,-114.6975906,0.109741956,0,0,0,0,0.000210892,0,0.070501149,0,0.282583296,0,0,0,0.065998279,0.208468497,0.015711071,0.23666206,0.010122833,0
71029391,51.33890505,-114.9491308,0.472884744,0,0,0,0.000689144,0.011953168,0,0.385327458,0,0.108691871,0,0,0,0.000328546,4.81E-05,0.001874561,0.011718974,0.00648341,0
71029414,51.59481008,-115.1698589,0.597764552,0,0,0,0,0.002559012,0,0.198531777,0,0.178242207,0,0,0,0.000798911,0.001702215,0.00123765,0.016590774,0.00257294,0
71029434,51.48048536,-114.7096302,0.446782351,0,0,0,0.00020418,0.044834349,0,0.387444794,0,0.068283498,0,0,0,0.004581731,0.02145106,0.000314122,0.023502039,0.002601891,0
71029448,51.30417551,-115.5395867,0.521248937,0.000215347,0,0,0,0,0,0.011452507,0,0.069093615,0,0,0,0,0.000303443,0.384625107,0,0.012777178,0.000283866
71029450,51.34291667,-115.605,0.009505403,0,0,0,0,0,0,0,0,0.8735587,0,0,0,0,0,0.116935812,0,0,0
71029451,51.83123843,-115.171879,0.384525061,0,0,0,0,0.002894121,0,0.38398549,0,0.119077764,0,0,0,0.06908907,0.006684158,0.006834596,0.026909741,0,0
71029490,51.62990158,-115.5636586,0.526727974,0.000117426,0,0,0,0.000783991,0,0.031046133,0,0.061850149,0,0,0,0,0,0.377360702,0,0.002113668,0
71029520,51.64563022,-115.8614281,0.524784088,0,0,0,0,0.004154368,0,0.074211471,0,0.176007345,0,0,0,0,0,0.212655142,0,0.008187549,0
71029528,51.52335156,-116.2818692,0.77270931,0,0,0,0,0,0,0.013796041,0,0.053233277,0,0,0,0,0,0.134277776,0.006824843,0.018464135,0.000694621
71029602,51.69416667,-114.9674575,0.178773269,0,0,0,0,0,0,0.342727214,0,0.165167406,0,0,0,0,0.27175945,0,0.041572619,0,0
71029639,51.25257032,-115.0281912,0.837352633,0,0,0,0,0,0,0.03784873,0,0.037589818,0,0,0,0,0,0.030290278,0,0.056918599,0
71029646,51.64423732,-115.936099,0.395164847,0,0,0,0,0,0,0.018859738,0,0.056393564,0,0,0,0,0,0.520455003,0,0.009126773,0
71029715,51.70551478,-114.9848377,0.289592952,0,0,0,0,0,0,0.654646039,0,0.030591428,0,0,0,0.0173891,0.007780451,0,0,0,0
71029721,51.41016473,-115.0893271,0.87116015,0,0,0,0,0,0,0.06563133,0,0.03198095,0,0,0,0,0.000249646,0.002118642,0.021119898,0.007739356,0
71029759,51.45639886,-114.2834818,0,0,0,0,0,5.15E-05,0,0.035628665,0,0.051840503,0,0,0,0.001604511,0.862505198,0.000421269,0.042564295,0.005384038,0
71029766,51.61624249,-115.9363703,0.745657563,0,0,0,0,0,0,0.00380394,0,0.019847611,0,0,0,0,0,0.195640191,0,0.035050698,0
71029770,51.46529002,-114.7804737,0.38203752,0,0,0,0,0.002787729,0,0.428839773,0,0.134372056,0,0,0,0.005259519,0.03600172,0.000202983,0.010498683,0,0
71029778,51.61169029,-116.3113519,0.514145792,0,0,0,0,0,0,0.00371697,0,0.01692966,0,0,0,0,0,0.438038886,0.005960442,0.007479597,0.013728615
71029798,51.14528898,-115.673967,0.868513525,0,0,0,0,0,0,0.005841312,0,0.004563413,0,0,0,0,0,0.092034921,0.016876409,0.012170461,0
71029800,51.37974214,-115.6555363,0.584868789,0.000120167,0,0,0,0.000260363,0,0.048093423,0,0.137770414,0,0,0,0.000520725,0.008199042,0.216631263,0,0.003535752,0
71029803,51.41301666,-114.7834349,0.42844677,0,0,0,7.79E-05,0.025352627,0,0.488335609,0,0.029728411,0,0,0,0.004402688,0.004792408,0.000389489,0.018396206,7.79E-05,0
71029857,51.20475925,-115.5770043,0.561763406,0,0,0,0,0.000267711,0,0.030814705,0,0.092358701,0,0,0,0,0.000468494,0.195711523,0.108776614,0.009838823,0
71029863,51.42064394,-114.8402231,0.549984396,0,0,0,0,0,0,0.42175132,0,0.028264297,0,0,0,0,0,0,0,0,0
71029879,51.06914907,-114.6044511,0.07338094,0,0,0,0,0.005474854,0,0.456555545,0,0.170024306,0,0,0,0,0.254599452,0,0.024192115,0.015772818,0
71029924,51.5440145,-115.2585136,0.819314361,0,0,0,0,0,0,0.023457162,0,0.149929911,0,0,0,0.001475592,0,0.002090006,0.003630483,0.000102472,0
71029930,51.47750558,-114.829378,0.163808838,0,0,0,0,0.004349539,0,0.706038177,0,0.074763857,0,0,0,0.002245919,0.038248807,0,0.00984335,0.000701539,0
71029963,51.1132636,-115.6775211,0.690339625,0,0,0,0,0,0,0.003340744,0,0.070055492,0,0,0,0,0,0.236264214,0,0,0
71029992,51.51280034,-116.1791906,0.635645032,0,0,0,0,0,0,0.045565244,0,0.088283703,0,0,0,0,0,0.218737453,0.005161578,0.006575648,3.13E-05
71030026,51.56544674,-116.1533419,0.997290075,0,0,0,0,0,0,0.000758687,0,0.001951189,0,0,0,0,0,0,0,0,0
71030034,51.56044518,-115.920782,0.452931464,0,0,0,0,0,0,0.019436788,0,0.089090839,0,0,0,0,0,0.435127646,0,0.002996595,0.000416678
71030035,51.57676196,-115.6805316,0.440132141,0,0,0,0,0.000208101,0,0.04807036,0,0.236851081,0,0,0,0,0,0.273896694,3.23E-05,0.000809281,0
71030057,51.53886111,-115.7333333,0.689890802,0,0,0,0,0,0,0,0,0.306291193,0,0,0,0,0,0.003818046,0,0,0
71030071,51.09595142,-115.6539789,0.653481483,0,0,0,0,0,0,0.000673259,0,0.06239773,0,0,0,0,0,0.283447534,0,0,0
71030100,51.19584339,-115.8455001,0.554030716,0,0,0,0,0,0,0.039133295,0,0.092713222,0,0,0,0,0,0.310280085,0.000734541,0.003108144,0
71030156,51.84257143,-115.1058571,0.636576593,0,0,0,0,0.055427518,0,0.255423039,0,0,0,0,0,0.047210902,0,0.005362033,0,0,0
71030177,51.41861381,-115.7260805,0.549683273,0,0,0,0,0.000739637,0,0.078818478,0,0.072778389,0,0,0,0,0,0.297980249,0,0,0
71030189,51.22016035,-114.434547,0.037782989,0,0,0,0,0.003992641,0,0.293132812,0,0.365006447,0,0,0,0.001150199,0.138274819,0.006052994,0.151476935,0.003130105,0
71030191,51.40402564,-115.7632436,0.896417141,0,0,0,0,0,0,0,0,0.074638247,0,0,0,0,0,0.028944699,0,0,0
71030202,51.82449576,-114.8144145,0.110322669,0,0,0,0.002117077,0.020243121,0,0.431790769,0,0.092512406,0,0,0,0.039435755,0.263929456,0.000198566,0.034485999,0.004964158,0
71030231,51.57082726,-115.5595433,0.566968441,7.29E-05,0,0,0,0.000218761,0,0.021030892,0,0.071256101,0,0,0,7.29E-05,0.000350017,0.339694589,0,0.000335433,0
71030243,51.35330261,-115.5872763,0.676502466,0,0,0,0,0,0,0.014508495,0,0.161248043,0,0,0,0,0.005825238,0.124158122,0,0.017757617,0
71030265,51.82851096,-114.8848618,0.00213882,0,0,0,0.012890658,0.046769273,0,0.736409187,0,0.159428269,0,0,0,0.006164468,0.005556298,1.63E-06,0.030641414,0,0
71030270,51.60054763,-116.1430721,0.461362064,0,0,0,0,0,0,0.047495913,0,0.086859889,0,0,0,0,0,0.398692131,0,0.003026521,0.002563494
71030287,51.40184794,-116.0540295,0.698328257,0,0,0,0,0,0,0.020432763,0,0.063789189,0,0,0,0,0,0.215566918,0.001433248,0.000449597,0
71030292,51.55098443,-115.0294189,0.635664403,0,0,0,7.92E-05,0.009968542,0,0.246516719,0,0.089183092,0,0,0,0.002703451,0.003221177,0.000151637,0.012135141,0.000376647,0
71030302,51.18994497,-115.9093949,0.684321404,0,0,0,0,0,0,0.038049717,0,0.062331304,0,0,0,0,0,0.215034321,0,0.000263239,0
71030308,51.30925146,-115.2533054,0.420329869,4.31E-07,0,0,0,3.52E-05,0,0.020444896,0,0.117575072,0,0,0,3.02E-05,0,0.424276084,0.00682161,0.010486678,0
71030313,51.26527919,-114.3583054,0.005600112,0,0,0,0,0.000747196,0,0.291056216,0,0.411168516,0,0,0,0,0.229078829,0.001103052,0.034674857,0.026571212,0
71030314,51.24534106,-114.530782,0.001265329,0,0,0,0.000291999,0.002046376,0,0.418363243,0,0.467838138,0,0,0,0.003503989,0.070756696,0.000165196,0.035428286,0.000340703,0
71030390,51.54829825,-115.9767466,0.530686677,0,0,0,0,0,0,0.001559682,0,0.082014613,0,0,0,0,0,0.370974034,0,0.014764992,0
71030418,51.01642152,-115.5988836,0.35776794,0.004781363,0,0,0,0,0,0.008095232,0,0.09033972,0,0,0,0,0,0.523164928,0,0.012298515,0.003552236
71030428,50.99476173,-114.6783465,0.20498915,0,0,0,0.000795648,0.008466937,0,0.735407054,0,0.039677233,0,0,0,0,0.007374775,0,0.000600594,0.002688605,0
71030431,50.99675025,-115.242502,0.632879615,0,0,0,0,0,0,0.069064617,0,0.115728907,0,0,0,0,0,0.173947528,0.006840719,0.001538654,0
71030460,51.01167517,-114.998629,0.800121665,0,0,0,0,0,0,0.081107654,0,0.08135432,0,0,0,0,0,0.025508231,0.01187912,2.90E-05,0
71030474,51.04833754,-115.4329453,0.585047007,0.000101645,0,0,0,0,0,0.003879242,0,0.076218732,0,0,0,0,0,0.304565966,0.009902626,0.020284813,0
71030527,51.03585974,-115.6673755,0.43012026,0.004814675,0,0,0,0,0,0.011548054,0,0.0738087,0,0,0,0,0,0.456497669,0.011292063,0.009391786,0.002526784
71030563,51.05964422,-115.7233702,0.401115745,0.000842475,0,0,0,0,0,0.028925616,0,0.221982688,0,0,0,0,0,0.340299219,0,0.006834284,0
71030588,51.08426389,-114.7515883,0.326615185,0,0,0,0.000610764,0.005217593,0,0.579889178,0,0.047260139,0,0,0,0,0.01266686,0.000279356,0.014270476,0.013190473,0
71030626,51.11426734,-115.2029344,0.45451203,0,0,0,0,0,0,0.032479193,0,0.122705758,0,0,0,0,0,0.379777193,0.010522638,3.18E-06,0
71030660,51.10570311,-114.8951915,0.351020157,0,0,0,0.000117054,0.005706085,0,0.49037993,0,0.06754341,0,0,0,0,0.007980387,6.72E-05,0.042805575,0.034380306,0
71030690,51.1065733,-115.7773154,0.479362696,0.00024557,0,0,0,0,0,0.057445638,0,0.210442171,0,0,0,6.82E-05,0,0.242572248,0.004703855,0.005023137,0.000136428
71030703,51.11689755,-114.7180487,0.158735469,0,0,0,0,0.001811283,0,0.589915395,0,0.144498199,0,0,0,0,0.02956461,0.001221217,0.031624857,0.042629004,0
71030716,51.14293641,-114.6473976,0.008631861,0,0,0,0.003038934,0.00207868,0,0.545694172,0,0.241608828,0,0,0,0.000364105,0.143375829,0,0.033639297,0.021568285,0
71030717,51.12212252,-115.302328,0.271521658,0,0,0,0,0,0,0.035539463,0,0.099917457,0,0,0,0,0,0.495830536,0.096807294,0.000383578,0
71030749,51.11841097,-114.3815508,0.004753818,0,0,0,0,0,0,0.101130202,0,0.363297254,0,0,0,0.001779549,0.384769827,0.007166236,0.116305076,0.020797987,0
71030774,51.12230352,-115.5996168,0.739340425,0,0,0,0,0,0,0.019076062,0,0.035692915,0,0,0,0,0,0.198779017,0,0.007111555,0
71030784,51.12454605,-115.9013046,0.675830722,0,0,0,0,0,0,0.051099285,0,0.069719635,0,0,0,0,0,0.173750609,0,0.026350599,0.003249146
71030831,51.17270963,-115.0044069,0.283485651,0,0,0,0,0.000355099,0,0.641276002,0,0.045658641,0,0,0,0,0.0008918,0,0.026255691,0.002077076,0
71030835,51.15296086,-115.1194721,0.370503753,0,0,0,0,0,0,0.16561918,0,0.083712384,0,0,0,0,0,0.371785104,0.004177613,0.004201956,0
71030838,51.15346636,-115.9689055,0.459447473,0,0,0,0,0,0,0.014812469,0,0.043389283,0,0,0,0,0,0.397768706,0,0.017772067,0.066809997
71030896,51.14773635,-115.8531839,0.470731586,0,0,0,0,0,0,0.08954253,0,0.164785743,0,0,0,0,0,0.274403989,0,0.000536166,0
71030906,51.21485895,-114.9381015,0.382445723,0,0,0,0,0.002143282,0,0.394517958,0,0.129698038,0,0,0,0,0.000861669,0,0.043220792,0.047112502,0
71030944,51.20601045,-115.187507,0.320082217,0.00022804,0,0,0,0,0,0.04619278,0,0.094293013,0,0,0,0,0,0.518626034,0,0.020577936,0
71030950,51.18304508,-115.3679993,0.461708575,0,0,0,0,0,0,0.028600734,0,0.196099356,0,0,0,0,0,0.301005155,0.007796497,0.004789656,0
71031068,51.26951843,-114.6558183,0.161352918,0,0,0,0,0.008643618,0,0.415109307,0,0.305233508,0,0,0,0.001039973,0.076297782,0.000664427,0.030474002,0.001184414,0
71031077,51.20608237,-115.0591273,0.676317871,0,0,0,0,0,0,0.261179447,0,0.024781734,0,0,0,0,0.000155185,0.024739027,0,0.01282673,0
71031094,51.25589672,-115.614486,0.505203307,0.006416861,0,0,0,0.000198752,0,0.046086013,0,0.044681914,0,0,0,0,0.000198752,0.390769124,0,0.005479886,0.000965369
71031120,51.24199998,-116.0190438,0.688191116,0,0,0,0,0,0,0.007219099,0,0.038523298,0,0,0,0,0,0.219306394,0.004296709,0.021180136,0.021283282
71031130,51.23217284,-114.8104585,0.170005843,0,0,0,0.000861549,0.001601076,0,0.648763657,0,0.144020379,0,0,0,0.000394877,0.007215475,0,0.023976469,0.003160726,0
71031155,51.28460213,-114.4564915,0.001092409,0,0,0,0.000275847,0.001574649,0,0.357883662,0,0.21593751,0,0,0,0.000945806,0.369314373,0.003865066,0.03595195,0.013158768,0
71031177,51.25943802,-115.3324648,0.354373991,2.74E-05,0,0,0,3.29E-05,0,0.010477302,0,0.091897406,0,0,0,0,0.00063052,0.396272242,0.00161376,0.144647002,2.74E-05
71031181,51.28316634,-114.7219138,0.411505699,0,0,0,0.00021176,0.012687794,0,0.301914483,0,0.191216275,0,0,0,0.000716727,0.043731641,0.000527196,0.031296983,0.006191457,0
71031215,51.26424211,-114.4891665,0.001285157,0,0,0,0,0,0,0.202816218,0,0.382476628,0,0,0,0.000208404,0.261751652,0.002048975,0.086581439,0.062831506,0
71031267,51.31122192,-114.4275682,0.004895614,0,0,0,0.000118252,0.008064597,0,0.343289524,0,0.205714405,0,0,0,0.003422498,0.39418751,0.000825229,0.024392707,0.015089658,0
71031276,51.31736721,-114.3505081,0.000881177,0,0,0,0.000104902,0,0,0.264020771,0,0.257756978,0,0,0,0.001174902,0.382621855,0.001489608,0.034224372,0.057725452,0
71031279,51.30480419,-115.0587935,0.497831762,0,0,0,0,0.002778701,0,0.37170127,0,0.111048564,0,0,0,9.06E-05,0,0.006733487,0.004256135,0.005559497,0
71031296,51.27375469,-115.7018512,0.443815053,0.002092543,0,0,0,0,0,0.031012483,0,0.083472967,0,0,0,0,0.000308578,0.433724672,0,0.005457969,0.000115717
71031303,51.31748764,-114.5558542,0.009534596,0,0,0,0.000357629,0.006925383,0,0.497761458,0,0.284264416,0,0,0,0.005186703,0.159374997,0,0.030994585,0.005600261,0
71031359,51.32445918,-116.1844606,0.367752582,0,0,0,0,0,0,0.011905629,0,0.0487484,0,0,0,0,0,0.477923155,0.004266485,0.024758121,0.064645641
71031397,51.32108795,-115.649154,0.596193075,0.002321722,0,0,0,0,0,0.024272703,0,0.064398788,0,0,0,0,0.007320746,0.299961418,0,0.005531528,0
71031414,51.37691074,-114.4295395,0.003415093,0,0,0,0.000219924,0.004292656,0,0.344551146,0,0.302737206,0,0,0,0.000419834,0.306334525,0.000727441,0.029419372,0.007882793,0
71031429,51.34442741,-115.4562221,0.258668572,0.002176946,0,0,0,0.000178655,0,0.02473174,0,0.085177399,0,0,0,0.000393041,0.001214855,0.620526671,0,0.00586019,0.001071931
71031431,51.30801983,-114.6278022,0.15149574,0,0,0,0.000435279,0.022345472,0,0.452646971,0,0.276274979,0,0,0,0.001604515,0.074630111,0.000651127,0.017940797,0.001975028,0
71031478,51.35978472,-115.0901234,0.793519795,0,0,0,0,9.55E-05,0,0.115816675,0,0.075506955,0,0,0,0.000210006,0,0.012796774,0.001424283,0.000630017,0
71031489,51.3610184,-115.1948145,0.652909875,0,0,0,0,0,0,0.039087225,0,0.065876752,0,0,0,0,0,0.240572229,0,0.001553952,0
71031502,51.37538993,-115.525607,0.239744157,0.003886023,0,0,0,0,0,0.002723076,0,0.079468846,0,0,0,0.000793129,0.002855265,0.668371022,0,0.001572289,0.000586252
71031503,51.36395094,-116.2300473,0.360623211,0,0,0,0,0,0,0.019544521,0,0.04643929,0,0,0,0,0,0.515567124,0.001864408,0.018188877,0.037772533
71031506,51.3373553,-115.8713506,0.410963595,0,0,0,0,3.66E-05,0,0.038778193,0,0.083706878,0,0,0,0,0,0.459329337,0.000811695,0.004167303,0.002206427
71031524,51.3559711,-114.8311464,0.414046377,0,0,0,0.001345647,0.052781228,0,0.468715757,0,0.03584354,0,0,0,0.000318062,0.001553234,0.000253315,0.015258398,0.009884387,0
71031528,51.43596143,-114.5289779,0.156725541,0,0,0,0.000239652,0.01128164,0,0.301892817,0,0.11408595,0,0,0,0.00236125,0.374348015,0.000552502,0.032475378,0.006037257,0
71031529,51.3937732,-115.4211178,0.255117148,0.000122633,0,0,0,0,0,0.007334553,0,0.048904277,0,0,0,0,9.20E-05,0.685948908,0,0.002283916,0.000196598
71031561,51.38959075,-115.8457814,0.242623925,0,0,0,0,0,0,0.014973579,0,0.095315836,0,0,0,0,0,0.639775813,0,0.006367983,0.000942879
71031569,51.36221531,-115.7610835,0.428335011,0,0,0,0,0,0,0.057163402,0,0.086525619,0,0,0,0,0,0.419877678,0,0.007973766,0.00012459
71031594,51.39565029,-115.2546318,0.41701892,0,0,0,0,0,0,0.009824366,0,0.043002479,0,0,0,0,0,0.51327008,0.007539062,0.009345118,0
71031611,51.38960973,-114.8933537,0.685622096,0,0,0,0.000561294,0.018000549,0,0.273901552,0,0.011745505,0,0,0,0,0.000145521,0.00076183,0.009261671,0,0
71031640,51.38004055,-114.3042703,0.001778538,0,0,0,0,0,0,0.229614645,0,0.351938307,0,0,0,0.000824377,0.354145288,0.000412188,0.026415644,0.034870997,0
71031642,51.4181067,-115.5749196,0.166715384,0.002020537,0,0,0,0.000773487,0,0.024483226,0,0.125320673,0,0,0,0.001215479,0.000962912,0.674259305,0,0.003528495,0.000720462
71031643,51.39648356,-116.2544302,0.260573477,0,0,0,0,0,0,0.023666356,0,0.051555257,0,0,0,0,0,0.499965906,0.012898103,0.037656855,0.113684006
71031654,51.45293763,-116.1132067,0.458635539,0,0,0,0,0,0,0.087945364,0,0.134485409,0,0,0,0,0,0.311171979,0.002840884,0.004532292,0.000388536
71031687,51.39757363,-115.9993702,0.151357517,0,0,0,0,0,0,0.000161095,0,0.077224575,0,0,0,0,0,0.749633551,0,0.010922233,0.010701085
71031719,51.44229575,-115.8159155,0.238486245,0,0,0,0,9.39E-05,0,0.027827684,0,0.098196596,0,0,0,0,0,0.620900214,0,0.00802102,0.006474361
71031739,51.43830768,-114.965931,0.719490528,0,0,0,0,0.002646868,0,0.194679022,0,0.058492348,0,0,0,0.001678781,0.000997536,0.000276106,0.021665832,7.30E-05,0
71031769,51.44883713,-115.6902507,0.539345622,0.000594537,0,0,0,0.001189074,0,0.086182401,0,0.141395912,0,0,0,9.59E-05,0,0.229566336,0,0.001630182,0
71031785,51.44241443,-115.1600104,0.858948708,0,0,0,0,0,0,0.079142183,0,0.041803293,0,0,0,0,0,0.015490339,0.00237508,0.002240447,0
71031838,51.46184022,-116.0122163,0.222517908,0,0,0,0,0.000221195,0,0.070841953,0,0.151552498,0,0,0,0,0,0.531500101,0,0.021995109,0.001371294
71031849,51.48050484,-115.5440809,0.199877217,0.000279391,0,0,0,0.000191162,0,0.031500496,0,0.093609095,0,0,0,0,0.000911696,0.673557401,0,7.35E-05,0
71031850,51.48873381,-115.9248211,0.269962192,0,0,0,0,0.000484347,0,0.023912903,0,0.070518494,0,0,0,0,0,0.480261892,0,0.040363293,0.114496857
71031855,51.47181347,-115.1750097,0.723624051,0,0,0,0,0,0,0.039845683,0,0.186041221,0,0,0,0,0.002831125,0.030169604,0.017488332,0,0
71031856,51.477935,-115.2671327,0.765399694,0,0,0,0,0,0,0.020665396,0,0.098977417,0,0,0,0,0,0.109577015,0.004392175,0.000915962,7.23E-05
71031863,51.48169957,-114.9417867,0.59294337,0,0,0,0.00015519,0.009563509,0,0.354177624,0,0.024603857,0,0,0,0.004927287,0.001624818,0.000387975,0.011228382,0.000387975,0
71031870,51.49098805,-115.4298648,0.521325707,0.000210939,0,0,0,0,0,0.03710207,0,0.103071436,0,0,0,0.000311387,0.002872877,0.331796587,0.002977516,0.000271208,6.03E-05
71031893,51.48127416,-116.3175536,0.455524683,0,0,0,0,0,0,0.006775104,0,0.02636092,0,0,0,7.64E-05,0,0.394088686,0.007452664,0.009503688,0.100217886
71031911,51.4819098,-115.368828,0.897104204,0,0,0,0,0,0,0.018672545,0,0.03334086,0,0,0,0.000557645,0.001654189,0.0470911,0.000947453,0.000631998,0
71031922,51.50807321,-115.8245005,0.277241737,0,0,0,0,0.00073581,0,0.047291908,0,0.112533279,0,0,0,0,0,0.557046592,0,0.005150667,0
