COMID,comb_0001,comb_0002,comb_0003,comb_0004,comb_0005,comb_0006,comb_0007,comb_0008,comb_0009,comb_0010,comb_0011,comb_0012,comb_0013,comb_0014,comb_0015
71029028,0.39952743433236587,0.0,0.0,0.22131482995320959,0.08780346556119964,0.0,0.29135427015322496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029042,0.5764054869511096,0.0,0.0,0.1374014193105514,0.1411989801688196,0.0,0.0,0.06704727197733194,0.0,0.07794684159218744,0.0,0.0,0.0,0.0,0.0
71029057,0.30890267018629713,0.0,0.06899276822726075,0.40914560597590616,0.052421374134707974,0.07913957248438562,0.08139800899144232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029064,0.8961958255685621,0.0,0.0,0.0,0.10380417443143786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029071,0.865957276528973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134042723471027,0.0,0.0,0.0,0.0,0.0,0.0
71029118,0.6207468540818935,0.0,0.0,0.0,0.1290611868481305,0.0,0.0,0.25019195906997593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029134,0.40705532211874373,0.0,0.08996467710204806,0.3515129318234619,0.0,0.0,0.15146706895574638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029150,0.467543351225205,0.0,0.06351196697911675,0.46894468179567816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029158,0.7846803081651669,0.0,0.0,0.0,0.0,0.0,0.0,0.21531969183483304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029189,0.4519040523206545,0.0,0.0,0.11224687460628034,0.060242058609568654,0.0,0.0,0.3756070144634964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029203,0.43126170123687574,0.0,0.0,0.0,0.10382873635210164,0.0,0.0,0.4649095624110227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029212,0.43926737020999823,0.0,0.05986317202436949,0.3626452656406834,0.0,0.0,0.138224192124949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029225,0.5238331737831043,0.0,0.0,0.3444551403815822,0.0,0.13171168583531348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029335,0.5503516060332921,0.0,0.0,0.0,0.19161040282627112,0.0,0.0,0.25803799114043663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029380,0.11267659117884636,0.0,0.0,0.07238643632441556,0.2901399219851641,0.06776315388361494,0.21404320138500868,0.0,0.24299069524295028,0.0,0.0,0.0,0.0,0.0,0.0
71029391,0.4890710021234487,0.0,0.0,0.3985167389005468,0.11241225897600444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029414,0.6133821601147426,0.0,0.0,0.2037187546320594,0.182899085253198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029434,0.49504385793431827,0.0,0.0,0.4292966483894454,0.0756594936762364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029448,0.5346320281480197,0.0,0.0,0.0,0.07086759669707171,0.0,0.0,0.39450037515490854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029450,0.0,0.0,0.0,0.0,0.8819419890593883,0.0,0.0,0.11805801094061177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029451,0.40193806900170215,0.0,0.0,0.40137406377332147,0.12447013628529838,0.07221773093967805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029490,0.5453015871138968,0.0,0.0,0.0,0.0640311245116413,0.0,0.0,0.39066728837446196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029520,0.5313418851406309,0.0,0.0,0.07513883076165734,0.17820676498154378,0.0,0.0,0.21531251911616803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029528,0.8047208118434217,0.0,0.0,0.0,0.0554386046207339,0.0,0.0,0.13984058353584436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029602,0.18652772269207676,0.0,0.0,0.3575933196691429,0.17233169312257365,0.0,0.28354726451620665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029639,0.9363519739170801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06364802608291982,0.0,0.0,0.0,0.0,0.0
71029646,0.4065425864710727,0.0,0.0,0.0,0.0580172690423941,0.0,0.0,0.5354401444865332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029715,0.3066945491934692,0.0,0.0,0.6933054508065307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029721,0.9299403000098049,0.0,0.0,0.07005969999019511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029759,0.0,0.0,0.0,0.0,0.05669683004152441,0.0,0.9433031699584756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029766,0.7921590798763509,0.0,0.0,0.0,0.0,0.0,0.0,0.20784092012364905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029770,0.4041658646596864,0.0,0.0,0.45367899321837113,0.14215514212194258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029778,0.5399643618331835,0.0,0.0,0.0,0.0,0.0,0.0,0.4600356381668164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029798,0.9041850294242368,0.0,0.0,0.0,0.0,0.0,0.0,0.09581497057576314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029800,0.6226841038209374,0.0,0.0,0.0,0.14667810737848172,0.0,0.0,0.23063778880058086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029803,0.46733748320011304,0.0,0.0,0.5326625167998871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029857,0.586018571426828,0.0,0.0,0.0,0.09634645728017889,0.0,0.0,0.20416172735473817,0.11347324393825489,0.0,0.0,0.0,0.0,0.0,0.0
71029863,0.5659814561964595,0.0,0.0,0.43401854380354055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029879,0.0768740791708439,0.0,0.0,0.4782888758175246,0.1781179416399489,0.0,0.2667191033716826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029924,0.8453125643305799,0.0,0.0,0.0,0.15468743566942017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029930,0.17341409303771912,0.0,0.0,0.7474381233681585,0.07914778359412233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029963,0.6926535511112702,0.0,0.0,0.0,0.07029030887650788,0.0,0.0,0.2370561400122219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029992,0.6743055390126059,0.0,0.0,0.0,0.09365319756450616,0.0,0.0,0.23204126342288794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030034,0.46352298787306334,0.0,0.0,0.0,0.09117417359244495,0.0,0.0,0.4453028385344918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030035,0.4628682691193698,0.0,0.0,0.0,0.24908621701861372,0.0,0.0,0.2880455138620165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030057,0.6925349038561561,0.0,0.0,0.0,0.307465096143844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030071,0.653921738289865,0.0,0.0,0.0,0.06243976737170759,0.0,0.0,0.28363849433842747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030100,0.5789099365751189,0.0,0.0,0.0,0.09687658792838506,0.0,0.0,0.3242134754964961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030156,0.6719003070736348,0.0,0.058503197580931705,0.26959649534543356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030177,0.5500901259236809,0.0,0.0,0.07887681590496055,0.07283225644577379,0.0,0.0,0.29820080172558483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030189,0.0,0.0,0.0,0.30924737984121137,0.38507216787729726,0.0,0.14587628422730875,0.0,0.1598041680541827,0.0,0.0,0.0,0.0,0.0,0.0
71030191,0.9231369823208344,0.0,0.0,0.0,0.0768630176791656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030202,0.12277782904371988,0.0,0.0,0.48053889232779284,0.10295683114045885,0.0,0.29372644748802845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030231,0.5797702721387317,0.0,0.0,0.0,0.07286502414660102,0.0,0.0,0.34736470371466727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030243,0.7032918141920409,0.0,0.0,0.0,0.1676334300144445,0.0,0.0,0.12907475579351455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030265,0.0,0.0,0.0,0.8220343795569273,0.17796562044307274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030270,0.4872269528522015,0.0,0.0,0.0,0.09172943012750147,0.0,0.0,0.421043617020297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030287,0.7142675924037276,0.0,0.0,0.0,0.06524517648922197,0.0,0.0,0.22048723110705049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030292,0.6544037690619053,0.0,0.0,0.25378402421004764,0.09181220672804703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030302,0.7115843130755588,0.0,0.0,0.0,0.0648145416469909,0.0,0.0,0.22360114527745034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030308,0.43685113112644786,0.0,0.0,0.0,0.12219641500756757,0.0,0.0,0.44095245386598453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030313,0.0,0.0,0.0,0.3125256125229052,0.44149784562001576,0.0,0.24597654185707893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030314,0.0,0.0,0.0,0.43718032485004604,0.4888804945290763,0.0,0.07393918062087758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030390,0.539493737276576,0.0,0.0,0.0,0.08337569409367879,0.0,0.0,0.3771305686297452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030418,0.3683496724505608,0.0,0.0,0.0,0.0930117058652061,0.0,0.0,0.538638621684233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030428,0.21798168598065595,0.0,0.0,0.7820183140193441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030431,0.6382275357035299,0.0,0.0,0.0696482227891755,0.116706832668895,0.0,0.0,0.1754174088383996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030460,0.8312230052637397,0.0,0.0,0.08426037012707892,0.08451662460918132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030474,0.6057442553593185,0.0,0.0,0.0,0.07891512708805254,0.0,0.0,0.315340617552629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030527,0.4478429134717099,0.0,0.0,0.0,0.07684990987250578,0.0,0.0,0.4753071766557844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030563,0.4163553279483822,0.0,0.0,0.0,0.23041647161111545,0.0,0.0,0.3532282004405023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030588,0.3603018341013792,0.0,0.0,0.6396981658986208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030626,0.4749366915318581,0.0,0.0,0.0,0.12821985497185803,0.0,0.0,0.39684345349628397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030660,0.3861847943607419,0.0,0.0,0.5395054052896067,0.07430980034965144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030690,0.48429145022774667,0.0,0.0,0.05803628752802158,0.21260591344363125,0.0,0.0,0.24506634880060046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030703,0.17772561777319393,0.0,0.0,0.6604892948187201,0.16178508740808595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030716,0.0,0.0,0.0,0.5863399435504214,0.25960494709310983,0.0,0.15405510935646868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030717,0.281638991037891,0.0,0.0,0.0,0.10364054151598573,0.0,0.0,0.5143059785124939,0.10041448893362931,0.0,0.0,0.0,0.0,0.0,0.0
71030749,0.0,0.0,0.0,0.10474360986561851,0.3762779556888392,0.0,0.39851774938874757,0.0,0.12046068505679466,0.0,0.0,0.0,0.0,0.0,0.0
71030774,0.7881090530818838,0.0,0.0,0.0,0.0,0.0,0.0,0.21189094691811614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030784,0.6964453284576163,0.0,0.0,0.05265794748826931,0.07184626636907446,0.0,0.0,0.17905045768503988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030831,0.3065499635641185,0.0,0.0,0.6934500364358814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030835,0.373634654374113,0.0,0.0,0.16701872614826457,0.08441978633893997,0.0,0.0,0.37492683313868247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030838,0.49722343917862577,0.0,0.0,0.0,0.0,0.0,0.0,0.4304734176056138,0.0,0.0,0.07230314321576044,0.0,0.0,0.0,0.0
71030896,0.47098410492520393,0.0,0.0,0.08959056456846679,0.16487414023284128,0.0,0.0,0.27455119027348807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030906,0.42181743727401444,0.0,0.0,0.4351324753877217,0.14305008733826383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030944,0.3430672920673942,0.0,0.0,0.0,0.1010641858263318,0.0,0.0,0.555868522106274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71030950,0.4815417959511512,0.0,0.0,0.0,0.20452302815747944,0.0,0.0,0.3139351758913694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031068,0.16842798521412125,0.0,0.0,0.4333111865010931,0.3186175100577492,0.0,0.07964331822703631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031077,0.721407792622291,0.0,0.0,0.27859220737770896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031094,0.5638603257879912,0.0,0.0,0.0,0.0,0.0,0.0,0.43613967421200883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031120,0.7583393982183616,0.0,0.0,0.0,0.0,0.0,0.0,0.24166060178163848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031130,0.17657626745358226,0.0,0.0,0.6738372216749794,0.14958651087143834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031155,0.0,0.0,0.0,0.3794615355264593,0.2289570267560644,0.0,0.39158143771747633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031177,0.35897219504056954,0.0,0.0,0.0,0.09308982664971609,0.0,0.0,0.4014140991876245,0.0,0.14652387912208986,0.0,0.0,0.0,0.0,0.0
71031181,0.45488515935619234,0.0,0.0,0.3337412291809507,0.21137361146285702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031215,0.0,0.0,0.0,0.20353726055790852,0.38383639025554356,0.0,0.262682218590394,0.0,0.08688924892801637,0.06305488166813754,0.0,0.0,0.0,0.0,0.0
71031267,0.0,0.0,0.0,0.3639659035839992,0.21810461386288818,0.0,0.4179294825531126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031276,0.0,0.0,0.0,0.2744141931250318,0.2679038206125953,0.0,0.397684118462184,0.0,0.0,0.05999786780018888,0.0,0.0,0.0,0.0,0.0
71031279,0.5076902968780057,0.0,0.0,0.3790620501863081,0.1132476529356862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031296,0.4618201783867172,0.0,0.0,0.0,0.08685938063777053,0.0,0.0,0.45132044097551216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031303,0.0,0.0,0.0,0.5287454830995836,0.30195894687984687,0.0,0.16929557002056952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031359,0.40398104563770787,0.0,0.0,0.0,0.0,0.0,0.0,0.5250048683813373,0.0,0.0,0.07101408598095481,0.0,0.0,0.0,0.0
71031397,0.6206767359679085,0.0,0.0,0.0,0.06704343131080301,0.0,0.0,0.3122798327212884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031414,0.0,0.0,0.0,0.36130755052600644,0.31746009175369905,0.0,0.32123235772029446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031429,0.26822470936484,0.0,0.0,0.0,0.08832415549611207,0.0,0.0,0.643451135139048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031431,0.15862634272050644,0.0,0.0,0.4739521626143025,0.2892786924231761,0.0,0.07814280224201493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031478,0.8057319310185634,0.0,0.0,0.11759907426230197,0.0766689947191345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031489,0.680568976641933,0.0,0.0,0.0,0.0686674769514085,0.0,0.0,0.2507635464066584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031502,0.24275823687984813,0.0,0.0,0.0,0.08046793420726128,0.0,0.0,0.6767738289128906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031503,0.41158090479311477,0.0,0.0,0.0,0.0,0.0,0.0,0.5884190952068853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031506,0.4307795354252803,0.0,0.0,0.0,0.08774307631425823,0.0,0.0,0.48147738826046155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031524,0.4425731545310314,0.0,0.05641772483998712,0.5010091206289815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031528,0.16548773184137142,0.0,0.0,0.31877100124551555,0.12046425236244537,0.0,0.3952770145506676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031529,0.2710937732814297,0.0,0.0,0.0,0.0,0.0,0.0,0.7289062267185703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031561,0.24815389220566203,0.0,0.0,0.0,0.0974883073203597,0.0,0.0,0.6543578004739783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031569,0.43183211241119784,0.0,0.0,0.05763010772699217,0.0872320494084937,0.0,0.0,0.4233057304533162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031594,0.4482681403960666,0.0,0.0,0.0,0.0,0.0,0.0,0.5517318596039333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031611,0.7145442402320442,0.0,0.0,0.2854557597679558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031640,0.0,0.0,0.0,0.2453939049820423,0.3761237243653604,0.0,0.3784823706525974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031642,0.17253046032179373,0.0,0.0,0.0,0.1296918912990622,0.0,0.0,0.697777648379144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031643,0.28146412500720835,0.0,0.0,0.0,0.0556885358202268,0.0,0.0,0.540049080081356,0.0,0.0,0.12279825909120887,0.0,0.0,0.0,0.0
71031654,0.46222318082025726,0.0,0.0,0.0886333104135326,0.13553741065702352,0.0,0.0,0.3136060981091866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031687,0.1547281704621099,0.0,0.0,0.0,0.0789443264305669,0.0,0.0,0.7663275031073231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031719,0.24905019366639364,0.0,0.0,0.0,0.10254629653763932,0.0,0.0,0.6484035097959671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031739,0.7397128744595781,0.0,0.0,0.200150763926992,0.06013636161342993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031769,0.5412452467971905,0.0,0.0,0.08648594290130306,0.14189392093978292,0.0,0.0,0.2303748893617234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031785,0.9156348453496694,0.0,0.0,0.08436515465033048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031838,0.22789335110705977,0.0,0.0,0.07255330717849698,0.155213605435076,0.0,0.0,0.5443397362793673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031849,0.2066889167260748,0.0,0.0,0.0,0.09679923811819019,0.0,0.0,0.6965118451557349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28865569788602335,0.07540154004464045,0.5135175811629731,0.1224251809063631
71031855,0.7954838699214761,0.0,0.0,0.0,0.20451613007852387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031856,0.7858683215384475,0.0,0.0,0.0,0.10162431072189808,0.0,0.0,0.11250736773965436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031863,0.6260481753569931,0.0,0.0,0.37395182464300697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031870,0.5452092927940756,0.0,0.0,0.0,0.10779346593355173,0.0,0.0,0.34699724127237264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031893,0.4795848533158926,0.0,0.0,0.0,0.0,0.0,0.0,0.4149038932222759,0.0,0.0,0.10551125346183156,0.0,0.0,0.0,0.0
71031911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031922,0.2928130646899526,0.0,0.0,0.0,0.11885372899619431,0.0,0.0,0.5883332063138531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031965,0.2378918307478807,0.0,0.0,0.4678669609834509,0.09381256217103426,0.0,0.2004286460976341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031968,0.3673617599345022,0.0,0.0,0.05941239064363791,0.19573653612707254,0.0,0.0,0.37748931329478747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031975,0.516986933256653,0.0,0.0,0.40707585176597244,0.07593721497737463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71031986,0.5466003879413129,0.0,0.0,0.08048374157351952,0.11501360559282907,0.0,0.0,0.2579022648923385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032024,0.48237982752106473,0.0,0.08673433514782558,0.43088583733110963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032048,0.49951528772277604,0.0,0.0,0.5004847122772239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032073,0.38871689107372737,0.0,0.0,0.0,0.07740097626048058,0.0,0.0,0.5338821326657921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032089,0.0,0.0,0.0,0.17147760005866353,0.11757248057524432,0.0,0.7109499193660921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032090,0.5691273960664325,0.0,0.0,0.0,0.07871389933012199,0.0,0.0,0.3521587046034455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032095,0.0,0.0,0.0,0.07870972988109409,0.0,0.0,0.921290270118906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032102,0.4676318867538573,0.0,0.0,0.0,0.07298554352540107,0.0,0.0,0.45938256972074165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032106,0.13175686930580283,0.0,0.0,0.0,0.0,0.0,0.0,0.6152570141559497,0.0,0.0,0.2529861165382475,0.0,0.0,0.0,0.0
71032109,0.31957704869710185,0.0,0.11902898853907629,0.43664188525299247,0.0,0.0,0.12475207751082937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032117,0.3339764008936616,0.0,0.0,0.16086565814574172,0.19333183093600118,0.0,0.0,0.31182611002459554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032185,0.16052438111683973,0.0,0.0,0.0,0.0,0.0,0.0,0.47449622300631983,0.0,0.10312003679581185,0.26185935908102853,0.0,0.0,0.0,0.0
71032200,0.0,0.0,0.0,0.05584309828483843,0.05345355325503315,0.0,0.8320452570433378,0.0,0.0,0.05865809141679064,0.0,0.0,0.0,0.0,0.0
71032217,0.3081344580655266,0.0,0.0,0.0,0.157443651586458,0.0,0.0,0.47396015908435873,0.0,0.0,0.06046173126365672,0.0,0.0,0.0,0.0
71032233,0.28193879378717346,0.0,0.0,0.0,0.07336132324232726,0.0,0.0,0.6446998829704993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032259,0.7202470786290792,0.0,0.0,0.0,0.2797529213709208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032265,0.6058364813329562,0.0,0.0,0.3941635186670438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032269,0.18381942769766257,0.0,0.0,0.0,0.0761253230243314,0.0,0.0,0.740055249278006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032287,0.3377424267842089,0.0,0.0,0.0,0.15912504275156514,0.0,0.0,0.503132530464226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032292,0.10471626923747118,0.0,0.0,0.0,0.0705097499233997,0.0,0.0,0.7423456952795314,0.0,0.0,0.08242828555959766,0.0,0.0,0.0,0.0
71032377,0.0,0.0,0.0,0.09551942663125754,0.0,0.0,0.9044805733687425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032380,0.5001559047243073,0.0,0.0,0.1276349659200153,0.30258638894456413,0.0,0.0,0.06962274041111334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032409,0.22659439416921692,0.0,0.0,0.06327762675514345,0.11588378954206863,0.0,0.0,0.5942441895335709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032422,0.22505028633101185,0.0,0.0,0.0,0.11198748607718993,0.0,0.0,0.6629622275917982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032440,0.35255906951511295,0.0,0.0,0.0,0.06632403698146225,0.0,0.0,0.4778606984402744,0.0,0.0,0.10325619506315041,0.0,0.0,0.0,0.0
71032455,0.6789519074534849,0.0,0.0,0.08767786371855522,0.23337022882795994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032479,0.14738149814530851,0.0,0.10888238014560533,0.43335313579364626,0.0,0.0,0.3103829859154399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032486,0.26339145278705783,0.0,0.0,0.3776100204759343,0.05543705754300066,0.0,0.30356146919400717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032492,0.41414793343022116,0.0,0.18437704869792806,0.40147501787185075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032531,0.5264021903525953,0.0,0.0,0.3695146892954223,0.10408312035198239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71032535,0.46636040322012573,0.0,0.0,0.27310088192397525,0.26053871485589897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
