COMID,comb_0001,comb_0002,comb_0003,comb_0004,comb_0005,comb_0006,comb_0007,comb_0008,comb_0009,comb_0010,comb_0011,comb_0012,comb_0013,comb_0014,comb_0015
71027963,0.0,0.0,0.0,0.1525083520838399,0.3437920456835175,0.0,0.06301628614316925,0.0,0.4406833160894735,0.0,0.0,0.0,0.0,0.0,0.0
71027969,0.0,0.0,0.0,0.4446319200713299,0.34705785211593915,0.0,0.20831022781273104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027979,0.0,0.0,0.0,0.44369969758766203,0.4013223718636109,0.0,0.15497793054872713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71027981,0.0,0.0,0.0,0.49609034462524765,0.3372999535314792,0.0,0.0,0.0,0.09945082129515483,0.0671588805481184,0.0,0.0,0.0,0.0,0.0
71027992,0.0,0.0,0.0,0.5539782262259766,0.36550372985267005,0.0,0.0,0.0,0.0,0.08051804392135341,0.0,0.0,0.0,0.0,0.0
71028007,0.10809787943467025,0.0,0.0,0.4301280971365457,0.27560936624536186,0.0,0.0,0.0,0.062016939617163425,0.12414771756625866,0.0,0.0,0.0,0.0,0.0
71028014,0.08798805860878095,0.0,0.0,0.32423720560643204,0.3598368532549172,0.0,0.0,0.0,0.22793788252986985,0.0,0.0,0.0,0.0,0.0,0.0
71028023,0.20024423688821094,0.0,0.0,0.3459530207722648,0.31539449246848716,0.0,0.0,0.0,0.13840824987103711,0.0,0.0,0.0,0.0,0.0,0.0
71028027,0.1486613068309947,0.0,0.0,0.1881048935722047,0.47041142904769095,0.0,0.0,0.0,0.19282237054910947,0.0,0.0,0.0,0.0,0.0,0.0
71028039,0.32390547675908377,0.0,0.0,0.44144982534058125,0.17382425789783684,0.0,0.0,0.0,0.0,0.060820440002498116,0.0,0.0,0.0,0.0,0.0
71028054,0.52602699245672,0.0,0.0,0.1051694890537941,0.13629153109209083,0.0,0.0,0.2325119873973951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028062,0.0,0.0,0.0,0.457615475062038,0.3010141112942218,0.0,0.24137041364374032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028073,0.4658927250290559,0.0,0.0,0.0,0.09099834109909631,0.0,0.0,0.3045118589122881,0.06675120323959256,0.07184587171996709,0.0,0.0,0.0,0.0,0.0
71028095,0.5808249393775439,0.0,0.0,0.0546672454183717,0.07731276667251101,0.0,0.0,0.21195749678457826,0.07523755174699519,0.0,0.0,0.0,0.0,0.0,0.0
71028097,0.0,0.0,0.0,0.4641006341356924,0.2682708995587985,0.0,0.20372687350794255,0.0,0.06390159279756646,0.0,0.0,0.0,0.0,0.0,0.0
71028132,0.2047835495847258,0.0,0.0,0.5354059972634626,0.19421875128242239,0.0,0.06559170186938933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028140,0.586087892972067,0.0,0.0,0.0,0.12193028587240443,0.0,0.0,0.23573387571144902,0.056247945444079704,0.0,0.0,0.0,0.0,0.0,0.0
71028159,0.6373181503522876,0.0,0.0,0.0,0.05622443430976358,0.0,0.0,0.30645741533794874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028189,0.6207128709270997,0.0,0.0,0.0,0.0,0.0,0.0,0.18697059007780734,0.0739196138110261,0.11839692518406687,0.0,0.0,0.0,0.0,0.0
71028215,0.44097726547419624,0.0,0.0,0.4842233424299936,0.07479939209581014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028221,0.692761370997511,0.0,0.0,0.0,0.0,0.0,0.0,0.30723862900248894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028249,0.5693500412456128,0.0,0.0,0.2142146606215067,0.13513310176728205,0.0,0.0,0.0,0.08130219636559849,0.0,0.0,0.0,0.0,0.0,0.0
71028304,0.5712364875385358,0.0,0.0,0.1320698411334473,0.10769998927113293,0.0,0.0,0.12235239856710307,0.0,0.06664128348978085,0.0,0.0,0.0,0.0,0.0
71028311,0.5450148148424332,0.0,0.0,0.0,0.1593491705694221,0.0,0.0,0.29563601458814476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028377,0.6916877024952636,0.0,0.0,0.17537759651167964,0.1329347009930568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028380,0.7682900103721684,0.0,0.0,0.1297112498301619,0.10199873979766967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028490,0.13476446390541968,0.0,0.0,0.19008507061032534,0.098840136471623,0.07009605256112714,0.5062142764515049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028494,0.08977906999470442,0.0,0.0,0.2656188240298504,0.0654948020029163,0.08407886144686141,0.4950284425256674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028498,0.12051762110021928,0.0,0.0,0.21659027867652525,0.07556245589037207,0.0,0.5873296443328834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028505,0.1095964795278312,0.0,0.0,0.23673025515608784,0.07304713957443967,0.0,0.471298348512591,0.0,0.10932777722905022,0.0,0.0,0.0,0.0,0.0,0.0
71028510,0.28553506609913437,0.0,0.0,0.13916702544794018,0.1447934851398944,0.0,0.36678036082725585,0.0,0.06372406248577508,0.0,0.0,0.0,0.0,0.0,0.0
71028524,0.06905285440230813,0.0,0.0,0.3256375829405954,0.120310975002413,0.055694550104800324,0.3135530876859832,0.0,0.05826868821181975,0.05748226165208016,0.0,0.0,0.0,0.0,0.0
71028526,0.21179340608423694,0.0,0.0,0.22279583438877204,0.12175259754640273,0.0,0.3570163962346754,0.0,0.0,0.0866417657459128,0.0,0.0,0.0,0.0,0.0
71028531,0.21440808426775385,0.0,0.0,0.1805893583214158,0.0,0.0861752610514834,0.40951405456101764,0.0,0.0,0.10931324179832932,0.0,0.0,0.0,0.0,0.0
71028546,0.0,0.0,0.0,0.11438560718411275,0.0,0.0,0.8856143928158873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028558,0.5200045153611373,0.0,0.08202052344166644,0.3979749611971962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028580,0.0,0.0,0.0,0.1083704046467092,0.0,0.0,0.8916295953532908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028585,0.5579467904722497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44205320952775035,0.0,0.0,0.0,0.0,0.0,0.0
71028597,0.4513259437602649,0.0,0.0,0.10410005413547625,0.1104323750701758,0.0,0.0,0.22213724432703325,0.0,0.11200438270704977,0.0,0.0,0.0,0.0,0.0
71028598,0.6473668359353898,0.0,0.0,0.35263316406461026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028609,0.6505842213998018,0.0,0.0,0.0,0.07279020221991356,0.0,0.0,0.2766255763802847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028657,0.5943700207868808,0.0,0.0,0.25145495461028483,0.15417502460283422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028663,0.4920121122879506,0.0,0.0,0.10860002675919886,0.39938786095285056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028675,0.0,0.0,0.0,0.06951598418609034,0.0,0.0,0.9304840158139097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028676,0.5848448795008943,0.0,0.0,0.0,0.1294952496612219,0.0,0.0,0.28565987083788386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028685,0.5633189429008824,0.0,0.0,0.07553013141679642,0.26263878521920536,0.0,0.0,0.0,0.0985121404631158,0.0,0.0,0.0,0.0,0.0,0.0
71028699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028700,0.9111253960575346,0.0,0.0,0.0,0.0,0.0,0.0,0.0888746039424654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028722,0.0819900938650677,0.0,0.0,0.2167061381557914,0.0,0.0,0.7013037679791408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028727,0.11089504226392817,0.0,0.0,0.2827050362955041,0.0,0.056259987451418456,0.4946405161419112,0.0,0.055499417847238094,0.0,0.0,0.0,0.0,0.0,0.0
71028734,0.16310154628985818,0.0,0.0,0.23457342429810943,0.09408617761567113,0.0,0.5082388517963613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028740,0.8120904983874276,0.0,0.0,0.0,0.0,0.0,0.0,0.18790950161257244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028757,0.1516052979665674,0.0,0.0,0.4044084844261322,0.35472359410214993,0.0,0.0,0.0,0.0,0.08926262350515049,0.0,0.0,0.0,0.0,0.0
71028795,0.0,0.0,0.0,0.09361930639325602,0.0,0.0,0.906380693606744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028833,0.5205231353049494,0.0,0.0,0.3484940898454825,0.1309827748495681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028835,0.0,0.0,0.0,0.0,0.0,0.0,0.9370252395306782,0.0,0.06297476046932188,0.0,0.0,0.0,0.0,0.0,0.0
71028847,0.6372399626544326,0.0,0.0,0.06363736693087434,0.15293288163154578,0.0,0.0,0.14618978878314723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028852,0.8130300425300228,0.0,0.0,0.0,0.0,0.0,0.0,0.1869699574699773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028865,0.5839978645599976,0.0,0.0,0.19548287134489278,0.22051926409510966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028867,0.09864155215225563,0.0,0.0,0.22523253274399038,0.0553399842908204,0.0,0.6207859308129335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028893,0.0,0.0,0.0,0.0915829100963089,0.0,0.0,0.9084170899036911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028904,0.9019475912519073,0.0,0.0,0.0,0.0,0.0,0.0,0.09805240874809273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028945,0.0,0.0,0.0,0.1261042061490847,0.0,0.0,0.8738957938509152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028957,0.9327560511485458,0.0,0.0,0.0,0.0,0.0,0.0,0.06724394885145424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028961,0.61470972478377,0.0,0.0,0.0,0.19958024030637775,0.0,0.0,0.18571003490985233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028963,0.09596723901351607,0.0,0.0,0.2891310002022946,0.0928565292279373,0.0,0.5220452315562519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028968,0.5098777478089352,0.0,0.0,0.34105951398422707,0.14906273820683763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028974,0.8161389434586779,0.0,0.0,0.0,0.11092716639277016,0.0,0.0,0.07293389014855195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71028975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71029016,0.8564114643428499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14358853565715018,0.0,0.0,0.0,0.0,0.0,0.0
71029022,0.37781158393590003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6221884160641,0.0,0.0,0.0,0.0,0.0,0.0
